sku,normative_key,full_designation,category,product_family,product_type,title,dn,dn_branch,outer_diameter,wall_thickness,outer_d_branch,wall_branch,pn,angle,radius,mass_kg,material,standard_page,pdf_path,thread_size,length_mm,thread_pitch,strength_class,accuracy_class,execution,coating,material_grade,washer_type,nominal_d_mm,gost_designation,supervised,base_sku,dim_execution,dim_straight_length,dim_straight_length_1,dim_arc_length,dim_developed_length,dim_developed_b,dim_height_h,dim_wall_s1,dim_wall_sk,dim_inner_diameter,dim_temperature_c,dim_pressure_group,dim_mass_method,dim_optional_execution,dim_data_source,dim_gost_designation,woo_type,parent_sku,attr_steel,attr_supervised,regular_price,stock_status,manage_stock,description,attributes
sto-321-05-134-175-245-34-60-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 60° 245х34 исп. 134 PN 13.73 12Х1МФ СТО 321.05-2009,175,,245,34,,,13.73,60,1000,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,134,,12Х1МФ,,,60°-245х34-600х500х2147-R1000-134,False,sto-321-05-134-175-245-34-60-1373,134,600,500,1047,2147,577,75,27.8,29.9,180,560,13.73 МПа при 560°C,расчётная по формуле 5.2,Нет,html:321.05,60°-245х34-600х500х2147-R1000-134,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 60°. DN 175. Наружный диаметр 245 мм. Толщина стенки 34 мм. Исполнение 134. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. L1 500 мм развёртка 2147 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=175; outer_diameter=245; wall_thickness=34; pn=13.73; angle=60; radius=1000; material=12Х1МФ; execution=134; material_grade=12Х1МФ; straight_length=600; straight_length_1=500; arc_length=1047; developed_length=2147; developed_b=577; height_h=75; wall_s1=27.8; wall_sk=29.9; inner_diameter=180; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=60°-245х34-600х500х2147-R1000-134
sto-321-05-135-175-245-34-90-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 90° 245х34 исп. 135 PN 13.73 12Х1МФ СТО 321.05-2009,175,,245,34,,,13.73,90,1000,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,135,,12Х1МФ,,,90°-245х34-600х500х2670-R1000-135,False,sto-321-05-135-175-245-34-90-1373,135,600,500,1570,2670,1000,75,27.8,29.9,180,560,13.73 МПа при 560°C,расчётная по формуле 5.2,Нет,html:321.05,90°-245х34-600х500х2670-R1000-135,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 90°. DN 175. Наружный диаметр 245 мм. Толщина стенки 34 мм. Исполнение 135. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. L1 500 мм развёртка 2670 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=175; outer_diameter=245; wall_thickness=34; pn=13.73; angle=90; radius=1000; material=12Х1МФ; execution=135; material_grade=12Х1МФ; straight_length=600; straight_length_1=500; arc_length=1570; developed_length=2670; developed_b=1000; height_h=75; wall_s1=27.8; wall_sk=29.9; inner_diameter=180; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=90°-245х34-600х500х2670-R1000-135
sto-321-05-136-200-273-36-15-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 15° 273х36 исп. 136 PN 13.73 12Х1МФ СТО 321.05-2009,200,,273,36,,,13.73,15,1370,6,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,136,,12Х1МФ,,,15°-273х36-800х650х1809-R1370-136,False,sto-321-05-136-200-273-36-15-1373,136,800,650,359,1809,180,75,29.2,31.5,203,560,13.73 МПа при 560°C,табличная,Нет,html:321.05,15°-273х36-800х650х1809-R1370-136,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 15°. DN 200. Наружный диаметр 273 мм. Толщина стенки 36 мм. Исполнение 136. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. L1 650 мм развёртка 1809 мм. Марка стали 12Х1МФ. Масса 6 кг.,dn=200; outer_diameter=273; wall_thickness=36; pn=13.73; angle=15; radius=1370; mass_kg=6; material=12Х1МФ; execution=136; material_grade=12Х1МФ; straight_length=800; straight_length_1=650; arc_length=359; developed_length=1809; developed_b=180; height_h=75; wall_s1=29.2; wall_sk=31.5; inner_diameter=203; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=табличная; optional_execution=Нет; data_source=html:321.05; gost_designation=15°-273х36-800х650х1809-R1370-136
sto-321-05-137-200-273-36-30-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 30° 273х36 исп. 137 PN 13.73 12Х1МФ СТО 321.05-2009,200,,273,36,,,13.73,30,1370,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,137,,12Х1МФ,,,30°-273х36-800х650х2167-R1370-137,False,sto-321-05-137-200-273-36-30-1373,137,800,650,717,2167,367,75,29.2,31.5,203,560,13.73 МПа при 560°C,расчётная по формуле 5.2,Нет,html:321.05,30°-273х36-800х650х2167-R1370-137,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 30°. DN 200. Наружный диаметр 273 мм. Толщина стенки 36 мм. Исполнение 137. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. L1 650 мм развёртка 2167 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=200; outer_diameter=273; wall_thickness=36; pn=13.73; angle=30; radius=1370; material=12Х1МФ; execution=137; material_grade=12Х1МФ; straight_length=800; straight_length_1=650; arc_length=717; developed_length=2167; developed_b=367; height_h=75; wall_s1=29.2; wall_sk=31.5; inner_diameter=203; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=30°-273х36-800х650х2167-R1370-137
sto-321-05-138-200-273-36-45-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 45° 273х36 исп. 138 PN 13.73 12Х1МФ СТО 321.05-2009,200,,273,36,,,13.73,45,1370,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,138,,12Х1МФ,,,45°-273х36-800х650х2526-R1370-138,False,sto-321-05-138-200-273-36-45-1373,138,800,650,1076,2526,568,75,29.2,31.5,203,560,13.73 МПа при 560°C,расчётная по формуле 5.2,Нет,html:321.05,45°-273х36-800х650х2526-R1370-138,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 45°. DN 200. Наружный диаметр 273 мм. Толщина стенки 36 мм. Исполнение 138. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. L1 650 мм развёртка 2526 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=200; outer_diameter=273; wall_thickness=36; pn=13.73; angle=45; radius=1370; material=12Х1МФ; execution=138; material_grade=12Х1МФ; straight_length=800; straight_length_1=650; arc_length=1076; developed_length=2526; developed_b=568; height_h=75; wall_s1=29.2; wall_sk=31.5; inner_diameter=203; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=45°-273х36-800х650х2526-R1370-138
sto-321-05-139-200-273-36-60-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 60° 273х36 исп. 139 PN 13.73 12Х1МФ СТО 321.05-2009,200,,273,36,,,13.73,60,1370,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,139,,12Х1МФ,,,60°-273х36-800х650х2885-R1370-139,False,sto-321-05-139-200-273-36-60-1373,139,800,650,1435,2885,791,75,29.2,31.5,203,560,13.73 МПа при 560°C,расчётная по формуле 5.2,Нет,html:321.05,60°-273х36-800х650х2885-R1370-139,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 60°. DN 200. Наружный диаметр 273 мм. Толщина стенки 36 мм. Исполнение 139. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. L1 650 мм развёртка 2885 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=200; outer_diameter=273; wall_thickness=36; pn=13.73; angle=60; radius=1370; material=12Х1МФ; execution=139; material_grade=12Х1МФ; straight_length=800; straight_length_1=650; arc_length=1435; developed_length=2885; developed_b=791; height_h=75; wall_s1=29.2; wall_sk=31.5; inner_diameter=203; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=60°-273х36-800х650х2885-R1370-139
sto-321-05-140-200-273-36-90-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 90° 273х36 исп. 140 PN 13.73 12Х1МФ СТО 321.05-2009,200,,273,36,,,13.73,90,1370,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,140,,12Х1МФ,,,90°-273х36-800х650х3602-R1370-140,False,sto-321-05-140-200-273-36-90-1373,140,800,650,2152,3602,1370,75,29.2,31.5,203,560,13.73 МПа при 560°C,расчётная по формуле 5.2,Нет,html:321.05,90°-273х36-800х650х3602-R1370-140,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 90°. DN 200. Наружный диаметр 273 мм. Толщина стенки 36 мм. Исполнение 140. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. L1 650 мм развёртка 3602 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=200; outer_diameter=273; wall_thickness=36; pn=13.73; angle=90; radius=1370; material=12Х1МФ; execution=140; material_grade=12Х1МФ; straight_length=800; straight_length_1=650; arc_length=2152; developed_length=3602; developed_b=1370; height_h=75; wall_s1=29.2; wall_sk=31.5; inner_diameter=203; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=90°-273х36-800х650х3602-R1370-140
sto-321-05-141-250-325-45-15-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 15° 325х45 исп. 141 PN 13.73 12Х1МФ СТО 321.05-2009,250,,325,45,,,13.73,15,,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,141,,12Х1МФ,,,15°-325х45-800х80х1239-R-141,False,sto-321-05-141-250-325-45-15-1373,141,800,80,359,1239,180,,37,41.9,238,560,13.73 МПа при 560°C,расчётная по формуле 5.2,Нет,html:321.05,15°-325х45-800х80х1239-R-141,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 15°. DN 250. Наружный диаметр 325 мм. Толщина стенки 45 мм. Исполнение 141. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. L1 80 мм развёртка 1239 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=250; outer_diameter=325; wall_thickness=45; pn=13.73; angle=15; material=12Х1МФ; execution=141; material_grade=12Х1МФ; straight_length=800; straight_length_1=80; arc_length=359; developed_length=1239; developed_b=180; height_h=; wall_s1=37; wall_sk=41.9; inner_diameter=238; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=15°-325х45-800х80х1239-R-141
sto-321-05-142-250-325-45-30-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 30° 325х45 исп. 142 PN 13.73 12Х1МФ СТО 321.05-2009,250,,325,45,,,13.73,30,,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,142,,12Х1МФ,,,30°-325х45-800х80х1597-R-142,False,sto-321-05-142-250-325-45-30-1373,142,800,80,717,1597,367,,37,41.9,238,560,13.73 МПа при 560°C,расчётная по формуле 5.2,Нет,html:321.05,30°-325х45-800х80х1597-R-142,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 30°. DN 250. Наружный диаметр 325 мм. Толщина стенки 45 мм. Исполнение 142. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. L1 80 мм развёртка 1597 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=250; outer_diameter=325; wall_thickness=45; pn=13.73; angle=30; material=12Х1МФ; execution=142; material_grade=12Х1МФ; straight_length=800; straight_length_1=80; arc_length=717; developed_length=1597; developed_b=367; height_h=; wall_s1=37; wall_sk=41.9; inner_diameter=238; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=30°-325х45-800х80х1597-R-142
sto-321-05-143-250-325-45-45-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 45° 325х45 исп. 143 PN 13.73 12Х1МФ СТО 321.05-2009,250,,325,45,,,13.73,45,,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,143,,12Х1МФ,,,45°-325х45-800х80х1956-R-143,False,sto-321-05-143-250-325-45-45-1373,143,800,80,1076,1956,568,,37,41.9,238,560,13.73 МПа при 560°C,расчётная по формуле 5.2,Нет,html:321.05,45°-325х45-800х80х1956-R-143,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 45°. DN 250. Наружный диаметр 325 мм. Толщина стенки 45 мм. Исполнение 143. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. L1 80 мм развёртка 1956 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=250; outer_diameter=325; wall_thickness=45; pn=13.73; angle=45; material=12Х1МФ; execution=143; material_grade=12Х1МФ; straight_length=800; straight_length_1=80; arc_length=1076; developed_length=1956; developed_b=568; height_h=; wall_s1=37; wall_sk=41.9; inner_diameter=238; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=45°-325х45-800х80х1956-R-143
sto-321-05-144-250-325-45-60-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 60° 325х45 исп. 144 PN 13.73 12Х1МФ СТО 321.05-2009,250,,325,45,,,13.73,60,,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,144,,12Х1МФ,,,60°-325х45-800х80х2315-R-144,False,sto-321-05-144-250-325-45-60-1373,144,800,80,1435,2315,791,,37,41.9,238,560,13.73 МПа при 560°C,расчётная по формуле 5.2,Нет,html:321.05,60°-325х45-800х80х2315-R-144,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 60°. DN 250. Наружный диаметр 325 мм. Толщина стенки 45 мм. Исполнение 144. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. L1 80 мм развёртка 2315 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=250; outer_diameter=325; wall_thickness=45; pn=13.73; angle=60; material=12Х1МФ; execution=144; material_grade=12Х1МФ; straight_length=800; straight_length_1=80; arc_length=1435; developed_length=2315; developed_b=791; height_h=; wall_s1=37; wall_sk=41.9; inner_diameter=238; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=60°-325х45-800х80х2315-R-144
sto-321-05-145-250-325-45-90-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 90° 325х45 исп. 145 PN 13.73 12Х1МФ СТО 321.05-2009,250,,325,45,,,13.73,90,,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,145,,12Х1МФ,,,90°-325х45-800х80х3032-R-145,False,sto-321-05-145-250-325-45-90-1373,145,800,80,2152,3032,1370,,37,41.9,238,560,13.73 МПа при 560°C,расчётная по формуле 5.2,Нет,html:321.05,90°-325х45-800х80х3032-R-145,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 90°. DN 250. Наружный диаметр 325 мм. Толщина стенки 45 мм. Исполнение 145. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. L1 80 мм развёртка 3032 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=250; outer_diameter=325; wall_thickness=45; pn=13.73; angle=90; material=12Х1МФ; execution=145; material_grade=12Х1МФ; straight_length=800; straight_length_1=80; arc_length=2152; developed_length=3032; developed_b=1370; height_h=; wall_s1=37; wall_sk=41.9; inner_diameter=238; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=90°-325х45-800х80х3032-R-145
sto-321-05-146-300-377-50-15-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 15° 377х50 исп. 146 PN 13.73 12Х1МФ СТО 321.05-2009,300,,377,50,,,13.73,15,1500,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,146,,12Х1МФ,,,15°-377х50-1000х85х1478-R1500-146,False,sto-321-05-146-300-377-50-15-1373,146,1000,85,393,1478,198,,40,44.3,281,560,13.73 МПа при 560°C,расчётная по формуле 5.2,Нет,html:321.05,15°-377х50-1000х85х1478-R1500-146,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 15°. DN 300. Наружный диаметр 377 мм. Толщина стенки 50 мм. Исполнение 146. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. L1 85 мм развёртка 1478 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=300; outer_diameter=377; wall_thickness=50; pn=13.73; angle=15; radius=1500; material=12Х1МФ; execution=146; material_grade=12Х1МФ; straight_length=1000; straight_length_1=85; arc_length=393; developed_length=1478; developed_b=198; height_h=; wall_s1=40; wall_sk=44.3; inner_diameter=281; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=15°-377х50-1000х85х1478-R1500-146
sto-321-05-147-300-377-50-30-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 30° 377х50 исп. 147 PN 13.73 12Х1МФ СТО 321.05-2009,300,,377,50,,,13.73,30,1500,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,147,,12Х1МФ,,,30°-377х50-1000х85х1870-R1500-147,False,sto-321-05-147-300-377-50-30-1373,147,1000,85,785,1870,402,,40,44.3,281,560,13.73 МПа при 560°C,расчётная по формуле 5.2,Нет,html:321.05,30°-377х50-1000х85х1870-R1500-147,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 30°. DN 300. Наружный диаметр 377 мм. Толщина стенки 50 мм. Исполнение 147. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. L1 85 мм развёртка 1870 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=300; outer_diameter=377; wall_thickness=50; pn=13.73; angle=30; radius=1500; material=12Х1МФ; execution=147; material_grade=12Х1МФ; straight_length=1000; straight_length_1=85; arc_length=785; developed_length=1870; developed_b=402; height_h=; wall_s1=40; wall_sk=44.3; inner_diameter=281; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=30°-377х50-1000х85х1870-R1500-147
sto-321-05-148-300-377-50-45-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 45° 377х50 исп. 148 PN 13.73 12Х1МФ СТО 321.05-2009,300,,377,50,,,13.73,45,1500,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,148,,12Х1МФ,,,45°-377х50-1000х85х2263-R1500-148,False,sto-321-05-148-300-377-50-45-1373,148,1000,85,1178,2263,621,,40,44.3,281,560,13.73 МПа при 560°C,расчётная по формуле 5.2,Нет,html:321.05,45°-377х50-1000х85х2263-R1500-148,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 45°. DN 300. Наружный диаметр 377 мм. Толщина стенки 50 мм. Исполнение 148. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. L1 85 мм развёртка 2263 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=300; outer_diameter=377; wall_thickness=50; pn=13.73; angle=45; radius=1500; material=12Х1МФ; execution=148; material_grade=12Х1МФ; straight_length=1000; straight_length_1=85; arc_length=1178; developed_length=2263; developed_b=621; height_h=; wall_s1=40; wall_sk=44.3; inner_diameter=281; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=45°-377х50-1000х85х2263-R1500-148
sto-321-05-149-300-377-50-60-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 60° 377х50 исп. 149 PN 13.73 12Х1МФ СТО 321.05-2009,300,,377,50,,,13.73,60,1500,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,149,,12Х1МФ,,,60°-377х50-1000х85х2655-R1500-149,False,sto-321-05-149-300-377-50-60-1373,149,1000,85,1570,2655,866,,40,44.3,281,560,13.73 МПа при 560°C,расчётная по формуле 5.2,Нет,html:321.05,60°-377х50-1000х85х2655-R1500-149,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 60°. DN 300. Наружный диаметр 377 мм. Толщина стенки 50 мм. Исполнение 149. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. L1 85 мм развёртка 2655 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=300; outer_diameter=377; wall_thickness=50; pn=13.73; angle=60; radius=1500; material=12Х1МФ; execution=149; material_grade=12Х1МФ; straight_length=1000; straight_length_1=85; arc_length=1570; developed_length=2655; developed_b=866; height_h=; wall_s1=40; wall_sk=44.3; inner_diameter=281; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=60°-377х50-1000х85х2655-R1500-149
sto-321-05-150-300-377-50-90-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 90° 377х50 исп. 150 PN 13.73 12Х1МФ СТО 321.05-2009,300,,377,50,,,13.73,90,1500,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,150,,12Х1МФ,,,90°-377х50-1000х85х3440-R1500-150,False,sto-321-05-150-300-377-50-90-1373,150,1000,85,2355,3440,1500,,40,44.3,281,560,13.73 МПа при 560°C,расчётная по формуле 5.2,Нет,html:321.05,90°-377х50-1000х85х3440-R1500-150,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 90°. DN 300. Наружный диаметр 377 мм. Толщина стенки 50 мм. Исполнение 150. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. L1 85 мм развёртка 3440 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=300; outer_diameter=377; wall_thickness=50; pn=13.73; angle=90; radius=1500; material=12Х1МФ; execution=150; material_grade=12Х1МФ; straight_length=1000; straight_length_1=85; arc_length=2355; developed_length=3440; developed_b=1500; height_h=; wall_s1=40; wall_sk=44.3; inner_diameter=281; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=90°-377х50-1000х85х3440-R1500-150
sto-321-05-151-300-426-56-15-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 15° 426х56 исп. 151 PN 13.73 12Х1МФ СТО 321.05-2009,300,,426,56,,,13.73,15,1700,14,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,151,,12Х1МФ,,,15°-426х56-95хх445-R1700-151,False,sto-321-05-151-300-426-56-15-1373,151,95,,445,445,224,,45,51.4,318,560,13.73 МПа при 560°C,табличная,Нет,html:321.05,15°-426х56-95хх445-R1700-151,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 15°. DN 300. Наружный диаметр 426 мм. Толщина стенки 56 мм. Исполнение 151. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. развёртка 445 мм. Марка стали 12Х1МФ. Масса 14 кг.,dn=300; outer_diameter=426; wall_thickness=56; pn=13.73; angle=15; radius=1700; mass_kg=14; material=12Х1МФ; execution=151; material_grade=12Х1МФ; straight_length=95; straight_length_1=; arc_length=445; developed_length=445; developed_b=224; height_h=; wall_s1=45; wall_sk=51.4; inner_diameter=318; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=табличная; optional_execution=Нет; data_source=html:321.05; gost_designation=15°-426х56-95хх445-R1700-151
sto-321-05-152-300-426-56-30-1373-12х1мф,sto-321-05,СТО 321.05-2009,отводы,Отводы,ОГ,Отвод гнутый 30° 426х56 исп. 152 PN 13.73 12Х1МФ СТО 321.05-2009,300,,426,56,,,13.73,30,1700,,12Х1МФ,1,pdf/отводы/СТО_ЦКТИ_321.01-2009.pdf,,,,,,152,,12Х1МФ,,,30°-426х56-95хх890-R1700-152,False,sto-321-05-152-300-426-56-30-1373,152,95,,890,890,456,,45,51.4,318,560,13.73 МПа при 560°C,расчётная по формуле 5.2,Нет,html:321.05,30°-426х56-95хх890-R1700-152,simple,,12Х1МФ,Нет,,onbackorder,no,Отвод по СТО 321.05-2009. Угол 30°. DN 300. Наружный диаметр 426 мм. Толщина стенки 56 мм. Исполнение 152. PN 13.73 МПа. Температура 560°C. 13.73 МПа при 560°C. развёртка 890 мм. Марка стали 12Х1МФ. Масса расчётная.,dn=300; outer_diameter=426; wall_thickness=56; pn=13.73; angle=30; radius=1700; material=12Х1МФ; execution=152; material_grade=12Х1МФ; straight_length=95; straight_length_1=; arc_length=890; developed_length=890; developed_b=456; height_h=; wall_s1=45; wall_sk=51.4; inner_diameter=318; temperature_c=560; pressure_group=13.73 МПа при 560°C; mass_method=расчётная по формуле 5.2; optional_execution=Нет; data_source=html:321.05; gost_designation=30°-426х56-95хх890-R1700-152
