title;cnt;example
Переход 530×8-426×8 ОСТ 34.10.424-1990 — Промышленная Энергетика;3;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-500-400-426-8-ost-34-10-424-1990-2/
Переход 530×8-273×11 ОСТ 34.10.424-1990 — Промышленная Энергетика;3;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-500-250-530-8-273-11-ost-34-10-424-1990-2/
Переход 426×6-377×6 ОСТ 34.10.424-1990 — Промышленная Энергетика;3;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-400-350-377-6-ost-34-10-424-1990-2/
Переход 377×12-325×12 ОСТ 34.10.424-1990 — Промышленная Энергетика;3;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-350-300-325-12-ost-34-10-424-1990-2/
Переход 220×7-220×7 ОСТ 34.10.422-1990 — Промышленная Энергетика;3;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-k-220h7-220h7-ost-34-10-422-1990-2/
Переход 219×11-219×11 ОСТ 34.10.422-1990 — Промышленная Энергетика;3;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-k-219h11-219h11-ost-34-10-422-1990-2/
Переход 1220×10-1020×10 ОСТ 34.10.424-1990 — Промышленная Энергетика;3;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-1200-1000-1020-10-ost-34-10-424-1990-2/
Переход 108×5-108×5 ОСТ 34.10.422-1990 — Промышленная Энергетика;3;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-k-108h5-108h5-ost-34-10-422-1990-2/
Отвод 325х12 ОСТ 34.10.418-1990 — Промышленная Энергетика;3;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-325h12-ost-34-10-418-1990-2/
Отвод 220х7 ОСТ 34.10.418-1990 — Промышленная Энергетика;3;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-220h7-ost-34-10-418-1990-2/
Отвод 219х11 СТО 79814898.111-2009 — Промышленная Энергетика;3;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-219h11-sto-79814898-111-2009-2/
Отвод 219х11 ОСТ 34.10.418-1990 — Промышленная Энергетика;3;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-219h11-ost-34-10-418-1990-2/
Отвод 159х8 ОСТ 34.10.418-1990 — Промышленная Энергетика;3;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-159h8-ost-34-10-418-1990-2/
Отвод 159х17 ОСТ 24.125.07-1989 — Промышленная Энергетика;3;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-159h17-ost-24-125-07-1989-2/
Отвод 133х7 ОСТ 34.10.418-1990 — Промышленная Энергетика;3;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-133h7-ost-34-10-418-1990-2/
Отвод 133х14 ОСТ 24.125.07-1989 — Промышленная Энергетика;3;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-133h14-ost-24-125-07-1989-2/
Клапан обратный подъёмный ГОСТ 33257-2015 — Промышленная Энергетика;3;https://prom-en.forgotaboutdre.ru/catalog/armatura/armatura-klapany/seriya/gost-33257-2015/
Фланец трубопроводный ГОСТ 33259-2015 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-01/seriya/gost-33259-2015/
Фланец ОК DN80 ОСТ 24.125.25-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flanec-ok-dn80-ost-24-125-25-1989-2/
Фланец ОК DN65 ОСТ 24.125.25-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flanec-ok-dn65-ost-24-125-25-1989-2/
Фланец ОК DN50 ОСТ 24.125.25-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flanec-ok-dn50-ost-24-125-25-1989-2/
Фланец ОК DN300 ОСТ 24.125.25-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flanec-ok-dn300-ost-24-125-25-1989-2/
Фланец ОК DN200 ОСТ 24.125.25-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flanec-ok-dn200-ost-24-125-25-1989-2/
Фланец 89х5.0 исп. 30 08Х18Н10Т PN6.3 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-89h5-0-isp-30-08h18n10t-ost-24-125-24-1989-2/
Фланец 89х5.0 исп. 22 08Х18Н10Т PN10 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-89h5-0-isp-22-08h18n10t-ost-24-125-24-1989-2/
Фланец 76х4.5 исп. 29 08Х18Н10Т PN6.3 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-76h4-5-isp-29-08h18n10t-ost-24-125-24-1989-2/
Фланец 76х4.5 исп. 21 08Х18Н10Т PN10 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-76h4-5-isp-21-08h18n10t-ost-24-125-24-1989-2/
Фланец 57х4.0 исп. 28 08Х18Н10Т PN6.3 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-57h4-0-isp-28-08h18n10t-ost-24-125-24-1989-2/
Фланец 57х4.0 исп. 20 08Х18Н10Т PN10 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-57h4-0-isp-20-08h18n10t-ost-24-125-24-1989-2/
Фланец 38х3.5 исп. 04 08Х18Н10Т PN16 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-38h3-5-isp-04-08h18n10t-ost-24-125-24-1989-2/
Фланец 32х3.5 исп. 03 08Х18Н10Т PN16 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-32h3-5-isp-03-08h18n10t-ost-24-125-24-1989-2/
Фланец 325х16 исп. 27 08Х18Н10Т PN10 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-325h16-isp-27-08h18n10t-ost-24-125-24-1989-2/
Фланец 325х16 исп. 18 08Х18Н10Т PN16 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-325h16-isp-18-08h18n10t-ost-24-125-24-1989-2/
Фланец 325х12 исп. 42 08Х18Н10Т PN4 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-325h12-isp-42-08h18n10t-ost-24-125-24-1989-2/
Фланец 273х11 исп. 41 08Х18Н10Т PN4 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-273h11-isp-41-08h18n10t-ost-24-125-24-1989-2/
Фланец 273х11 исп. 35 08Х18Н10Т PN6.3 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-273h11-isp-35-08h18n10t-ost-24-125-24-1989-2/
Фланец 25х3.0 исп. 02 08Х18Н10Т PN16 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-25h3-0-isp-02-08h18n10t-ost-24-125-24-1989-2/
Фланец 220х8.0 исп. 40 08Х18Н10Т PN4 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-220h8-0-isp-40-08h18n10t-ost-24-125-24-1989-2/
Фланец 220х8.0 исп. 34 08Х18Н10Т PN6.3 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-220h8-0-isp-34-08h18n10t-ost-24-125-24-1989-2/
Фланец 219х12 исп. 26 08Х18Н10Т PN10 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-219h12-isp-26-08h18n10t-ost-24-125-24-1989-2/
Фланец 219х12 исп. 17 08Х18Н10Т PN16 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-219h12-isp-17-08h18n10t-ost-24-125-24-1989-2/
Фланец 18х2.5 исп. 01 08Х18Н10Т PN16 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-18h2-5-isp-01-08h18n10t-ost-24-125-24-1989-2/
Фланец 159х9.0 исп. 33 08Х18Н10Т PN6.3 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-159h9-0-isp-33-08h18n10t-ost-24-125-24-1989-2/
Фланец 159х9.0 исп. 25 08Х18Н10Т PN10 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-159h9-0-isp-25-08h18n10t-ost-24-125-24-1989-2/
Фланец 159х6.5 исп. 39 08Х18Н10Т PN4 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-159h6-5-isp-39-08h18n10t-ost-24-125-24-1989-2/
Фланец 14х2.0 исп. 19 08Х18Н10Т PN10 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-14h2-0-isp-19-08h18n10t-ost-24-125-24-1989-2/
Фланец 133х8.0 исп. 24 08Х18Н10Т PN10 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-133h8-0-isp-24-08h18n10t-ost-24-125-24-1989-2/
Фланец 133х6.0 исп. 38 08Х18Н10Т PN4 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-133h6-0-isp-38-08h18n10t-ost-24-125-24-1989-2/
Фланец 133х6.0 исп. 32 08Х18Н10Т PN6.3 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-133h6-0-isp-32-08h18n10t-ost-24-125-24-1989-2/
Фланец 108х7.0 исп. 23 08Х18Н10Т PN10 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-108h7-0-isp-23-08h18n10t-ost-24-125-24-1989-2/
Фланец 108х5.0 исп. 37 08Х18Н10Т PN4 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-108h5-0-isp-37-08h18n10t-ost-24-125-24-1989-2/
Фланец 108х5.0 исп. 31 08Х18Н10Т PN6.3 ОСТ 24.125.24-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-108h5-0-isp-31-08h18n10t-ost-24-125-24-1989-2/
Труба ППУ ГОСТ 30732-2020 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/izolyatsiya/izolyatsiya-troyniki/seriya/gost-30732-2020/
Тройник П 45х2.5 09Г2С СТО 95.127-2013 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/troynik-p-45h2-5-09g2s-sto-95-127-2013-2/
Тройник П 32х2 09Г2С СТО 95.127-2013 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/troynik-p-32h2-09g2s-sto-95-127-2013-2/
Тройник П 325х6 09Г2С СТО 95.127-2013 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/troynik-p-325h6-09g2s-sto-95-127-2013-2/
Тройник П 159х6 09Г2С СТО 79814898.125-2009 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/troynik-p-159h6-09g2s-sto-79814898-125-2009-2/
Тройник П 159х4.5 09Г2С СТО 95.127-2013 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/troynik-p-159h4-5-09g2s-sto-95-127-2013-2/
Тройник 630х8-377х9 08Х18Н10Т СТО 95.127-2013 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/troynik-630h8-377h9-08h18n10t-sto-95-127-2013-2/
Тройник 630х8-219х7 08Х18Н10Т СТО 95.127-2013 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/troynik-630h8-219h7-08h18n10t-sto-95-127-2013-2/
Тройник 45х2.5 08Х18Н10Т СТО 95.127-2013 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/troynik-45h2-5-08h18n10t-sto-95-127-2013-2/
Тройник 32х2 08Х18Н10Т СТО 95.127-2013 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/troynik-32h2-08h18n10t-sto-95-127-2013-2/
Тройник 325х6 08Х18Н10Т СТО 95.127-2013 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/troynik-325h6-08h18n10t-sto-95-127-2013-2/
Тройник 220х7-219х7 08Х18Н10Т СТО 79814898.125-2009 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/troynik-220h7-219h7-08h18n10t-sto-79814898-125-2009-2/
Тройник 159х6 08Х18Н10Т СТО 79814898.125-2009 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/troynik-159h6-08h18n10t-sto-79814898-125-2009-2/
Тройник 159х4.5 08Х18Н10Т СТО 95.127-2013 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/troynik-159h4-5-08h18n10t-sto-95-127-2013-2/
Переход 820×8-630×8 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-800-600-630-8-ost-34-10-424-1990-2/
Переход 820×10-820×10 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-900-800-820-10-ost-34-10-424-1990-2/
Переход 820×10-720×10 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-800-700-720-10-ost-34-10-424-1990-2/
Переход 76×4.5-76×4.5 ОСТ 34.10.422-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-k-76h4-5-76h4-5-ost-34-10-422-1990-2/
Переход 720×8-530×8 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-700-500-530-8-ost-34-10-424-1990-2/
Переход 720×8-426×8 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-700-400-426-8-ost-34-10-424-1990-2/
Переход 720×10-720×10 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-900-700-720-10-ost-34-10-424-1990-2/
Переход 630×8-630×8 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-900-600-630-8-ost-34-10-424-1990-2/
Переход 630×8-325×12 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-600-300-630-8-325-12-ost-34-10-424-1990-2/
Переход 630×12-325×12 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-600-300-630-12-325-12-ost-34-10-424-1990-2/
Переход 60.3×3.5-38×3.5 ОСТ 24.125.08-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-50-32-38-3-5-ost-24-125-08-1989-2/
Переход 60.3×3.5-32×3.5 ОСТ 24.125.08-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-50-25-32-3-5-ost-24-125-08-1989-2/
Переход 530×6-377×6 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-500-350-377-6-ost-34-10-424-1990-2/
Переход 530×12-325×12 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-500-300-325-12-ost-34-10-424-1990-2/
Переход 426×8-325×8 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-400-300-426-8-ost-34-10-424-1990-2/
Переход 325×11-273×11 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-300-250-273-11-ost-34-10-424-1990/
Переход 273×11-273×11 ОСТ 34.10.422-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-k-273h11-273h11-ost-34-10-422-1990-2/
Переход 219.1×6-159×6 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-200-150-159-6-ost-34-10-424-1990-2/
Переход 168.3×8-133×8 ОСТ 24.125.09-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-150-125-133-8-0-ost-24-125-09-1989/
Переход 1220×10-820×10 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-1200-800-820-10-ost-34-10-424-1990-2/
Переход 1220×10-720×10 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-1200-700-720-10-ost-34-10-424-1990-2/
Переход 1220×10-630×8 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-1200-600-1220-10-630-8-ost-34-10-424-1990-2/
Переход 114.3×5-89×5 ОСТ 24.125.09-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-100-80-89-5-0-ost-24-125-09-1989-2/
Переход 1020×8-630×8 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-1000-600-630-8-ost-34-10-424-1990-2/
Переход 1020×10-820×10 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-1000-800-820-10-ost-34-10-424-1990-2/
Переход 1020×10-720×10 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-1000-700-720-10-ost-34-10-424-1990-2/
Переход 1020×10-530×8 ОСТ 34.10.424-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/perekhody/perehod-1000-500-1020-10-530-8-ost-34-10-424-1990-2/
Отвод 76х6 ОСТ 34.10.418-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-76h6-ost-34-10-418-1990-2/
Отвод 57х3 СТО 95.115-2013 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-57h3-sto-95-115-2013-2/
Отвод 45° ost-34-10-418-1990 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/seriya/ost-34-10-418-1990-45/
Отвод 219х8 ОСТ 34.10.699-1997 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-219h8-ost-34-10-699-1997-2/
Отвод 194х20 ОСТ 24.125.07-1989 — Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-194h20-ost-24-125-07-1989-2/
ОСТ 34-10-511-90 — страница 2 — Каталог · Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/normativy/ost-34-10-511-1990/page/2/
ОСТ 34-10-511-90 — Каталог · Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/normativy/ost-34-10-511-1990/
ОСТ 34-10-432-90 — Каталог · Промышленная Энергетика;2;https://prom-en.forgotaboutdre.ru/normativy/ost-34-10-432-1990/
