description;cnt;example
Крепёжные изделия для фланцевых соединений и общепромышленного монтажа: болты, гайки, шпильки, шайбы и винты по ГОСТ и ОСТ. В каталоге — 13 746 типоразмеров. Назначение Группа закрывает задачу: сборка фланцевых пар и крепление оборудования. Подбор ведётся по условному проходу, давлению, марке стали…;17;https://prom-en.forgotaboutdre.ru/catalog/krepezh/
ГОСТ 7798-1970 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 1 512 типоразмеров, охват DN 6–48. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Болт…;17;https://prom-en.forgotaboutdre.ru/normativy/gost-7798-1970/
ГОСТ 17375-2001 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 1 025 типоразмеров, охват DN 15–800. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Д…;17;https://prom-en.forgotaboutdre.ru/normativy/gost-17375-2001/
"Болты для фланцевых соединений и общепромышленного крепежа. В реестре — 10 467 позиций; подбор по размеру резьбы/длине, классу прочности и нормативу. Назначение Болты применяются в сборке фланцевых пар трубопроводов и креплении оборудования на объектах ТЭС, АЭС и промышленности. Исполнение выбираетс…";17;https://prom-en.forgotaboutdre.ru/catalog/krepezh/bolty/
ГОСТ 7796-1970 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 904 типоразмеров, охват DN 10–48. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Болты…;16;https://prom-en.forgotaboutdre.ru/normativy/gost-7796-1970/
Тепловая и антикоррозионная изоляция трубопроводов: пенополиуретановая (ППУ) изоляция труб и деталей для тепловых сетей, антикоррозионные покрытия. Комплектация под проект: изолированные трубы, отводы, тройники и фасонные элементы. Соответствие требованиям к бесканальной прокладке.;15;https://prom-en.forgotaboutdre.ru/catalog/izolyatsiya/
Задвижка клиновая стальная с невыдвижным шпинделем. Поставка под заказ.;15;https://prom-en.forgotaboutdre.ru/catalog/armatura/armatura-klapany/seriya/gost-33257-2015/
ГОСТ 7805-1970 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 1 936 типоразмеров, охват DN 1.6–48. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Бо…;15;https://prom-en.forgotaboutdre.ru/normativy/gost-7805-1970/
ОСТ 26-2040-96 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 398 типоразмеров, охват DN 10–60. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Шпиль…;13;https://prom-en.forgotaboutdre.ru/normativy/ost-26-2040-96/
ГОСТ 7808-1970 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 904 типоразмеров, охват DN 10–48. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Болты…;13;https://prom-en.forgotaboutdre.ru/normativy/gost-7808-1970/
ГОСТ 33259-2015 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 412 типоразмеров, охват DN 10–2400. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Фл…;13;https://prom-en.forgotaboutdre.ru/normativy/gost-33259-2015/
ГОСТ 30732-2020 — нормативный документ из архива нормативов завода «Промышленная Энергетика». Статус Действует. PDF на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Трубы и фасонные изделия стальные с тепловой изоляцией из пенополиурета…;13;https://prom-en.forgotaboutdre.ru/normativy/gost-30732-2020/
ГОСТ 10704-1991 — нормативный документ из архива нормативов завода «Промышленная Энергетика». Статус Действует. PDF на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Трубы стальные электросварные прямошовные. Сортамент Область применения…;13;https://prom-en.forgotaboutdre.ru/normativy/gost-10704-1991/
Эллиптические и плоские заглушки для герметичного закрытия концов трубопровода и аппаратов на время монтажа, испытаний и эксплуатации. В каталоге — DN 6–600, PN 100–100, 128 типоразмеров. Назначение Группа закрывает задачу: глухое закрытие торца трубы или штуцера. Подбор ведётся по условному проходу…;12;https://prom-en.forgotaboutdre.ru/catalog/sdt/zaglushki/
Неподвижная хомутовая опора для фиксации трубопровода. Поставка под заказ с паспортом.;12;https://prom-en.forgotaboutdre.ru/catalog/opory/opory-nepodv/opora-nepodvizhnaya-homutovaya-dn100-ost-36-17-85/
Кран шаровой полнопроходный стальной. Поставка под заказ.;12;https://prom-en.forgotaboutdre.ru/catalog/armatura/armatura-krany/kran-sharovoy-polnoprohodnyy-dn100-pn4-0-mpa/
Скользящая опора с антифрикционным слоем для компенсации температурных перемещений.;11;https://prom-en.forgotaboutdre.ru/catalog/opory/opory-skolz/opora-skolzyaschaya-dn100-ost-36-17-85/
СТО 321.05 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 511 типоразмеров, охват DN 0.63–300. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Отводы…;11;https://prom-en.forgotaboutdre.ru/normativy/sto-321-05/
ГОСТ 8732-1978 — нормативный документ из архива нормативов завода «Промышленная Энергетика». Статус Действует. PDF на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Трубы стальные бесшовные горячедеформированные. Сортамент Область примен…;11;https://prom-en.forgotaboutdre.ru/normativy/gost-8732-1978/
ГОСТ 15590-1970 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 1 505 типоразмеров, охват DN 8–48. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Бол…;11;https://prom-en.forgotaboutdre.ru/normativy/gost-15590-1970/
Пружинная опора / подвеска для вертикальных нагрузок и температурных перемещений.;9;https://prom-en.forgotaboutdre.ru/catalog/opory/opory-pruzh/opora-pruzhinnaya-dn100-ost-36-17-85/
Клапан обратный подъёмный стальной. Поставка под заказ.;9;https://prom-en.forgotaboutdre.ru/catalog/armatura/armatura-klapany/klapan-obratnyy-podemnyy-dn100-pn2-5-mpa/
ГОСТ 9066-1970 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 662 типоразмеров, охват DN 10–42. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Шпиль…;9;https://prom-en.forgotaboutdre.ru/normativy/gost-9066-1970/
ГОСТ 30753-2001 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 616 типоразмеров, охват DN 50–800. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Дет…;9;https://prom-en.forgotaboutdre.ru/normativy/gost-30753-2001/
ГОСТ 22032-1976 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 2 301 типоразмеров, охват DN 2.5–48. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Ш…;9;https://prom-en.forgotaboutdre.ru/normativy/gost-22032-1976/
Эллиптические отбортованные днища для сосудов, аппаратов и коллекторов — геометрия и толщина стенки по ГОСТ 6533. В каталоге — DN 100–3800, 250 типоразмеров. Назначение Группа закрывает задачу: закрытие цилиндрической обечайки сосуда или коллектора. Подбор ведётся по условному проходу, давлению, мар…;8;https://prom-en.forgotaboutdre.ru/catalog/sdt/dnishcha/
ГОСТ 22793-1983 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 579 типоразмеров, охват DN 6–200. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Сбор…;8;https://prom-en.forgotaboutdre.ru/normativy/gost-22793-1983/
ГОСТ 10705-1980 — нормативный документ из архива нормативов завода «Промышленная Энергетика». Статус Действует. PDF на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Трубы стальные электросварные. Технические условия Область применения О…;8;https://prom-en.forgotaboutdre.ru/normativy/gost-10705-1980/
ГОСТ 6533-1978 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 250 типоразмеров, охват DN 100–3800. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Дн…;7;https://prom-en.forgotaboutdre.ru/normativy/gost-6533-1978/
ГОСТ 15591-1970 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 240 типоразмеров, охват DN 8.458–2409. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует…;7;https://prom-en.forgotaboutdre.ru/normativy/gost-15591-1970/
ГОСТ 10494-1980 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 207 типоразмеров, охват DN 14–56. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Шпил…;7;https://prom-en.forgotaboutdre.ru/normativy/gost-10494-1980/
ОСТ 34-10-511-90 — нормативный документ из архива нормативов завода «Промышленная Энергетика». Статус Действует. PDF на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Детали и сборочные единицы трубопроводов из коррозионностойкой стали н…;6;https://prom-en.forgotaboutdre.ru/normativy/ost-34-10-511-1990/
ОСТ 34-10-424-90 — нормативный документ из архива нормативов завода «Промышленная Энергетика». Статус Действует. PDF на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Детали и сборочные единицы трубопроводов из коррозионностойкой стали н…;5;https://prom-en.forgotaboutdre.ru/normativy/ost-34-10-424-90/
"Гайки для фланцевых соединений и общепромышленного крепежа. В реестре — 168 позиций; подбор по размеру резьбы/длине, классу прочности и нормативу. Назначение Гайки применяются в сборке фланцевых пар трубопроводов и креплении оборудования на объектах ТЭС, АЭС и промышленности. Исполнение выбирается п…";5;https://prom-en.forgotaboutdre.ru/catalog/krepezh/gayki/
ГОСТ 22043-1976 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 1 588 типоразмеров, охват DN 2.5–48. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Ш…;5;https://prom-en.forgotaboutdre.ru/normativy/gost-22043-1976/
ГОСТ 10602-1994 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 242 типоразмеров, охват DN 52–150. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Бол…;5;https://prom-en.forgotaboutdre.ru/normativy/gost-10602-1994/
"Винты для фланцевых соединений и общепромышленного крепежа. В реестре — 1 позиций; подбор по размеру резьбы/длине, классу прочности и нормативу. Назначение Винты применяются в сборке фланцевых пар трубопроводов и креплении оборудования на объектах ТЭС, АЭС и промышленности. Исполнение выбирается по…";5;https://prom-en.forgotaboutdre.ru/catalog/krepezh/vinty/
Точёные детали трубопроводов и метизная продукция механической обработки: переходники, втулки, ниппели и специзделия по чертежам заказчика. Изготовление на токарном оборудовании из углеродистых и легированных сталей с контролем геометрии и сертификатом на металл.;4;https://prom-en.forgotaboutdre.ru/catalog/tochenye/
СТО 321.02 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 100 типоразмеров, охват DN 10–300. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Отводы г…;4;https://prom-en.forgotaboutdre.ru/normativy/sto-321-02/
СТО 321.01 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 100 типоразмеров, охват DN 10–300. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Отводы г…;4;https://prom-en.forgotaboutdre.ru/normativy/sto-321-01/
ОСТ 34-10-764-97 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 99 типоразмеров, охват DN 65–1600. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Де…;4;https://prom-en.forgotaboutdre.ru/normativy/ost-34-10-764-97/
ОСТ 24.125.04-89 — нормативный документ из архива нормативов завода «Промышленная Энергетика». Статус Действует. PDF на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Детали и сборочные единицы из сталей аустенитного класса для трубопров…;4;https://prom-en.forgotaboutdre.ru/normativy/ost-24-125-04-1989/
Крепёж по ГОСТ 6402-70. Резьба M30. Масса 46.14 кг.;4;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-30-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M27. Масса 33.14 кг.;4;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-27-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M24. Масса 24.16 кг.;4;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-24-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M18. Масса 10.23 кг.;4;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/seriya/gost-6402-1970/
ГОСТ 8734-1975 — нормативный документ из архива нормативов завода «Промышленная Энергетика». Статус Действует. PDF на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Трубы стальные бесшовные холоднодеформированные. Сортамент Область приме…;4;https://prom-en.forgotaboutdre.ru/normativy/gost-8734-1975/
ГОСТ 22822-1983 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 119 типоразмеров, охват DN 16–200. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Сбо…;4;https://prom-en.forgotaboutdre.ru/normativy/gost-22822-1983/
ГОСТ 22801-1983 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 103 типоразмеров, охват DN 6–200. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Сбор…;4;https://prom-en.forgotaboutdre.ru/normativy/gost-22801-1983/
ГОСТ 17379-2001 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 93 типоразмеров, охват DN 15–600. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Дета…;4;https://prom-en.forgotaboutdre.ru/normativy/gost-17379-2001/
ГОСТ 17378-2001 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 294 типоразмеров, охват DN 32–600. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Дет…;4;https://prom-en.forgotaboutdre.ru/normativy/gost-17378-2001/
ГОСТ 17376-2001 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 96 типоразмеров, охват DN 15–600. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Дета…;4;https://prom-en.forgotaboutdre.ru/normativy/gost-17376-2001/
"Шайбы для фланцевых соединений и общепромышленного крепежа. В реестре — 98 позиций; подбор по размеру резьбы/длине, классу прочности и нормативу. Назначение Шайбы применяются в сборке фланцевых пар трубопроводов и креплении оборудования на объектах ТЭС, АЭС и промышленности. Исполнение выбирается по…";3;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/
Труба по ГОСТ 30732-2020. С теплоизоляцией (ППУ). Тип ППУ. DN 125. Наружный диаметр 133 мм. Толщина стенки 3.8 мм. Теоретическая масса 12.11 кг/м. Технология: Электросварная. Тип шва: Электросварная. Назначение: Для тепловых сетей. Марка стали Ст3сп. Условное обозначение: 133х3.8-Ст3сп.;3;https://prom-en.forgotaboutdre.ru/catalog/izolyatsiya/izolyatsiya-troyniki/seriya/gost-30732-2020/
СТО ЦКТИ 321.03-2009 — нормативный документ из архива нормативов завода «Промышленная Энергетика». Статус Действует. PDF на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Отводы гнутые, крутоизогнутые и штампованные для трубопроводов пит…;3;https://prom-en.forgotaboutdre.ru/normativy/sto-321-03/
Отвод по ОСТ 34-42-661-84. Угол 30°. DN 50. Наружный диаметр 57 мм. Толщина стенки 3 мм. Исполнение 30. Марка стали ст.20.;3;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-gnutyy-30-57h3-st-20-ost-34-42-661-1984/
Отвод по ОСТ 34-10-418-90. Угол 45°. DN 125. Наружный диаметр 133 мм. Толщина стенки 7 мм. Исполнение 25. Марка стали 12Х18Н10Т.;3;https://prom-en.forgotaboutdre.ru/catalog/sdt/otvody/otvod-133h7-ost-34-10-418-1990/
ОСТ 36-21-77 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 80 типоразмеров, охват DN 500–1400. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Детал…;3;https://prom-en.forgotaboutdre.ru/normativy/ost-36-21-77/
ОСТ 24.125.24-89 — нормативный документ из архива нормативов завода «Промышленная Энергетика». Статус Действует. PDF на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Детали и сборочные единицы из сталей аустенитного класса для трубопров…;3;https://prom-en.forgotaboutdre.ru/normativy/ost-24-125-24-1989/
Крепёж по ГОСТ 6402-70. Резьба M6. Масса 0.378 кг.;3;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-6-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M4. Масса 0.129 кг.;3;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-4-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M36. Масса 69.51 кг.;3;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-36-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M22. Масса 19.25 кг.;3;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-22-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M20. Масса 14.33 кг.;3;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-20-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M2. Масса 0.030 кг.;3;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-2-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M16. Масса 7.507 кг.;3;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-16-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M14. Масса 5.487 кг.;3;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-14-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M12. Масса 3.462 кг.;3;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-12-tip-l-gost-6402-70/
Крепёж по ГОСТ 6402-70. Резьба M10. Масса 1.608 кг.;3;https://prom-en.forgotaboutdre.ru/catalog/krepezh/shayby/shayba-10-tip-l-gost-6402-70/
Изделие по ОСТ 24.125.24-89. Тип: ФП. DN 100. PN 6.3 МПа. Исполнение 31.;3;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-plosk/flanec-108h5-0-isp-31-08h18n10t-ost-24-125-24-1989-2/
Изделие по ГОСТ 33259-2015. Тип: 11. DN 150. PN 1 МПа. Исполнение 1.;3;https://prom-en.forgotaboutdre.ru/catalog/flancy/flancy-01/seriya/gost-33259-2015/
ГОСТ 6402-1970 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 80 типоразмеров, охват DN 2–48. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Шайбы п…;3;https://prom-en.forgotaboutdre.ru/normativy/gost-6402-1970/
ГОСТ 22826-1983 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 68 типоразмеров, охват DN 25–200. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Сбор…;3;https://prom-en.forgotaboutdre.ru/normativy/gost-22826-1983/
ГОСТ 12821-1980 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 32 типоразмеров, охват DN 10–350. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Флан…;3;https://prom-en.forgotaboutdre.ru/normativy/gost-12821-1980/
ГОСТ 12820-1980 — норматив изготовления изделий в каталоге «Промышленная Энергетика». В реестре по этому документу — 111 типоразмеров, охват DN 10–1200. Статус Действует. PDF стандарта на сайт не выкладывается: страница служит для навигации по типоразмерам и сверки обозначений. Что регламентирует Фл…;3;https://prom-en.forgotaboutdre.ru/normativy/gost-12820-1980/
"Трубопроводная запорно-регулирующая арматура: задвижки, клапаны и краны для трубопроводов ТЭС, АЭС и промышленных объектов. Подбор по DN, PN, рабочей среде и температуре; исполнения под приварку и фланцевые. Поставка с паспортом и сертификатами соответствия.";2;https://prom-en.forgotaboutdre.ru/catalog/armatura/
Труба по ГОСТ 8734-75. Бесшовная. Тип БШ. DN 40. Наружный диаметр 48 мм. Толщина стенки 10 мм. Теоретическая масса 9.37 кг/м. Технология: Холоднодеформированная. Марка стали Ст10. Условное обозначение: 48х10-10.;2;https://prom-en.forgotaboutdre.ru/catalog/truby/truby-bsh/seriya/gost-8734-1975/
Труба по ГОСТ 8732-78. Бесшовная. Тип БШ. DN 150. Наружный диаметр 159 мм. Толщина стенки 36 мм. Теоретическая масса 109.20 кг/м. Технология: Горячедеформированная. Марка стали Ст20. Условное обозначение: 159х36-20.;2;https://prom-en.forgotaboutdre.ru/catalog/truby/truby-bsh/seriya/gost-8732-1978/
Труба по ГОСТ 3262-75. Водогазопроводная. Тип ВГП. DN 50. Наружный диаметр 60.3 мм. Толщина стенки 3 мм. Теоретическая масса 4.24 кг/м. Марка стали Ст3сп. Условное обозначение: 60.3х3-Ст3сп.;2;https://prom-en.forgotaboutdre.ru/catalog/truby/truby-vgp/seriya/gost-3262-1975/
Труба по ГОСТ 10705-80. Электросварная прямошовная. Тип ЭС. DN 150. Наружный диаметр 168 мм. Толщина стенки 6 мм. Теоретическая масса 23.97 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст10. Условное обозначение: 168х6-10.;2;https://prom-en.forgotaboutdre.ru/catalog/truby/truby-es/seriya/gost-10705-1980/
Труба по ГОСТ 10704-91. Электросварная прямошовная. Тип ЭС. DN 400. Наружный диаметр 426 мм. Толщина стенки 9 мм. Теоретическая масса 92.55 кг/м. Технология: Электросварная. Тип шва: Прямошовная. Марка стали Ст20. Условное обозначение: 426х9-20.;2;https://prom-en.forgotaboutdre.ru/catalog/truby/truby-es/seriya/gost-10704-1991/
Тройник равнопроходный по ОСТ 34-42-676-84. Тип: ТП. DN 250. Размеры 273х11 мм. Исполнение 30. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/seriya/ost-34-42-676-1984/
Тройник равнопроходный по ОСТ 34-42-675-84. Тип: ТР. DN 22. Размеры 820х18 мм. Исполнение 22. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/seriya/ost-34-42-675-1984/
Тройник равнопроходный по ОСТ 34-42-674-84. Тип: ТП. DN 50. Размеры 32х2 мм. Исполнение 14. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/seriya/ost-34-42-674-1984/
Тройник равнопроходный по ОСТ 34-42-673-84. Тип: ТР. DN 25. Размеры 32х2 мм. PN 4 МПа. Исполнение 04. Марка стали ст.20.;2;https://prom-en.forgotaboutdre.ru/catalog/sdt/troyniki/seriya/ost-34-42-673-1984/
